订单编号,房源编号,房间类型,面积,租客姓名,联系方式,入住日期,退房日期,租期,租金,押金,支付方式,状态
813c65ff-20cf-4614-8ccc-de058a9b877b,12929,一室一厅,42,李凤兰,14507450677,2023-05-03,2023-05-11,8,1197,2394,支付宝,完成
ffd657a4-29f7-41e0-93b0-a41d169e6d6c,17680,一室一厅,43,管军,13944129752,2023-02-10,2023-02-18,8,1173,2346,微信,完成
9b6ba475-b6f3-4b91-9cf0-50d1cd1cc110,15987,三室两厅,110,马楠,13318856639,2022-10-31,2023-03-24,144,3034,3034,现金,完成
44597ae5-ed01-4c24-bdcd-a71a33ea11b0,19302,一室两厅,70,张淑华,14506669950,2022-09-23,2023-02-15,145,1169,1169,现金,完成
62878afd-52bc-4731-b6aa-e4f60e4ba628,15239,一室一厅,45,张莹,15743762004,2022-08-31,2022-12-10,101,1031,2062,微信,完成
73374b4f-992b-4424-b8cd-0586c4f45e6d,17182,一室两厅,69,鞠雷,15559042111,2022-08-21,2022-11-02,73,740,1480,现金,取消
433f2e0a-d77d-46db-9118-8d44f335f05a,10086,四室两厅,158,侯桂香,18708984509,2022-11-21,2023-03-24,123,5865,11730,现金,取消
ae25571d-a1f0-4503-bb56-890d75d24582,12708,四室两厅,147,杨龙,15891788386,2022-09-20,2022-11-05,46,6009,12018,微信,完成
7248a88a-f2c6-4140-b22d-64a5a1e62551,12382,四室两厅,142,赵凯,13649559040,2023-02-24,2023-04-28,63,6567,13134,支付宝,取消
4da5a2a6-cf05-4372-807d-6d566edde2e8,19095,三室两厅,123,罗桂芝,15524009995,2022-11-21,2022-11-25,4,4081,8162,支付宝,取消
d2f84aa3-d5b2-440d-af92-a752e7fd6500,12096,一室一厅,45,吴璐,18945020559,2023-03-25,2023-05-19,55,871,871,微信,完成
7406e344-d926-4b4f-904d-e90723a80a58,10688,两室两厅,95,冯亮,13546941788,2022-10-15,2023-02-10,118,2200,4400,微信,取消
0e75e221-375b-4f02-8c6f-ebe7562212b1,19914,两室一厅,88,赵磊,15966187908,2023-03-29,2023-04-06,8,1624,3248,支付宝,取消
38b8b03c-7aaf-45e5-aa40-4c3e531d261a,13731,四室两厅,149,刘桂香,18819792343,2022-07-19,2022-11-10,114,4814,4814,现金,完成
d456c51f-ce01-4d00-b965-b65d7120ddf2,14502,一室两厅,52,唐欣,15322430885,2022-06-22,2023-03-30,281,1643,3286,支付宝,取消
54287c09-e3af-4d6f-a317-bf9bf8c67f6c,14300,三室两厅,121,王冬梅,13455856059,2023-04-16,2023-05-13,27,3283,6566,支付宝,取消
589c6ae7-d4fc-4459-88c2-9f1563c244c8,11874,两室两厅,94,李雪,13056042850,2023-05-09,2023-05-20,11,1480,1480,支付宝,取消
a14b9a62-4dfe-4239-bf27-c54f858949e7,10592,一室一厅,48,刘玉兰,13954919447,2022-11-27,2023-03-29,122,993,1986,微信,完成
0ea0629c-6e95-4cae-912f-8b12ab5caee0,13367,一室一厅,43,郭婷婷,15789999707,2022-12-25,2023-01-05,11,986,1972,现金,取消
665ba6b0-d7f8-4bbe-94a0-6913042c77f7,15039,一室两厅,66,郑英,15574258135,2022-11-19,2023-05-13,175,977,1954,微信,取消
fa009a69-8429-425c-ad13-866ba287b5b9,10492,两室两厅,85,苏冬梅,18859683135,2022-07-15,2022-10-16,93,1076,2152,微信,取消
b3a208ed-d2a8-458d-a58f-d509b5759f74,10163,两室一厅,98,朱红梅,18095126334,2023-01-14,2023-03-30,75,1327,1327,微信,完成
99c3075c-7bb0-4205-88b7-c4bfa53e2c75,14730,三室两厅,126,韩辉,15983248332,2022-05-26,2023-02-06,256,3135,3135,支付宝,取消
17b877c5-bede-4c67-a625-1bac2017d4d6,15344,四室两厅,150,吴帅,18918060791,2022-10-08,2022-12-17,70,6416,6416,现金,完成
e421f778-781b-4953-bb64-1dc36ad782b8,13400,三室两厅,110,杨瑞,13507726392,2022-12-09,2023-03-22,103,3926,3926,支付宝,取消
1c99c981-fde3-4e3c-9cc1-e40b5f73c84b,18114,三室两厅,111,高辉,18709076183,2022-07-17,2023-02-21,219,4149,8298,支付宝,完成
51561beb-405d-47e8-aa82-741c7b0aba2e,18433,四室两厅,130,景帅,15024808729,2023-04-07,2023-04-22,15,5051,10102,现金,取消
d36151d8-0a95-4943-8a35-16bc62badec6,13233,三室两厅,112,吕玉英,14509698518,2023-01-18,2023-05-06,108,3136,3136,微信,取消
6d20a7cb-721e-4a1c-b31c-f8dbf1d88f28,11125,四室两厅,150,班婷,13394205008,2023-02-27,2023-05-04,66,6972,13944,支付宝,完成
9ca721fc-47d8-46fc-a954-2d9ce6963f01,16913,一室一厅,48,郭晶,15543977383,2022-09-01,2022-11-13,73,1426,1426,现金,取消
ef9282bf-de3c-4425-aef7-6281dac0849f,19536,一室一厅,50,孙龙,15370681508,2023-04-19,2023-05-08,19,1447,1447,支付宝,取消
7cb2b89d-c3d1-4981-a082-d0fec5a53f67,10891,一室两厅,55,张龙,18692227297,2023-02-16,2023-05-05,78,1595,3190,支付宝,完成
57d3b5d5-6000-4ee4-858e-53e026057f9b,14699,四室两厅,160,胡建平,18103606321,2023-05-17,2023-05-17,0,5001,5001,支付宝,取消
226aacb0-add3-433b-999d-f37fe262455b,17353,三室两厅,118,李艳,18224957975,2023-04-25,2023-05-13,18,3557,3557,微信,取消
1d395df0-f594-4b14-b46e-0aa6bbafad07,16626,两室一厅,109,梁柳,15996724257,2022-08-24,2022-09-12,19,1286,1286,支付宝,完成
5911f53d-ef63-4b2b-8cc1-37afd3837d47,17225,一室两厅,53,曹秀梅,13883578909,2022-10-11,2023-05-18,219,934,934,支付宝,取消
7aee217c-5f92-4006-87b2-fd02a70b2c85,14285,一室一厅,43,刘凯,15940218836,2022-10-19,2023-01-06,79,1074,1074,现金,完成
00c78413-6009-44f7-8a9b-7832332402b3,13448,三室两厅,127,周小红,14718067607,2022-09-25,2023-04-24,211,4401,4401,支付宝,取消
39762d29-854d-47ec-91e5-be35ca374d81,17995,两室两厅,74,曹丽丽,15156084495,2023-04-30,2023-05-18,18,1915,1915,现金,取消
a511fe7b-dd4e-4f30-b1f2-f627ca22a381,15207,两室两厅,74,吴想,15754182796,2022-11-19,2023-02-02,75,1754,3508,支付宝,取消
adb847d8-7b28-455d-896f-8acf6f7c6738,14396,三室两厅,112,邓旭,13538255087,2022-09-17,2023-01-17,122,4372,8744,微信,取消
623171b4-1faa-49da-aa67-ce2fa253b286,13237,四室两厅,148,杨坤,13853419419,2023-03-05,2023-03-15,10,6140,12280,微信,完成
9126805d-f19b-4ec0-9409-f850f94817c9,15714,两室两厅,96,李婷婷,18268384733,2022-07-15,2022-09-12,59,1571,3142,支付宝,取消
e2c273c3-ebe7-4c90-909d-530a89d43557,19068,两室一厅,94,马平,15680133140,2022-11-04,2023-05-03,180,1658,3316,微信,取消
8da827c9-8ca8-4d11-a594-ce4efdb431d6,12994,四室两厅,150,杨娟,18719316838,2023-01-08,2023-03-21,72,4851,4851,支付宝,完成
ffc70d93-9455-415f-8de9-b2701372c070,13310,两室两厅,97,彭丽丽,13740683140,2022-05-27,2022-09-08,104,2119,2119,现金,取消
c5d821fa-5455-4d2f-bda7-bc6442f09232,11030,四室两厅,157,刘彬,15350066837,2023-03-09,2023-03-12,3,6739,13478,微信,完成
e73b3c18-d77a-46d0-bf05-a7f7e8f613fb,18114,两室两厅,100,柴桂珍,14734382214,2022-12-27,2023-03-23,86,1219,1219,支付宝,取消
7ed8640c-3268-43f9-b831-06ac6c014c28,10880,一室两厅,64,王淑珍,13229238439,2022-08-17,2023-05-14,270,1069,2138,支付宝,完成
0760b673-e077-4713-9a2a-04db5feb6f85,10404,一室两厅,70,王秀梅,18205379267,2023-04-12,2023-04-26,14,500,500,微信,取消
e58ecc30-44e0-48bb-9bab-38af666229a5,13499,两室两厅,94,陈雷,18125059264,2022-11-11,2023-02-26,107,1005,1005,支付宝,取消
44684d2e-5313-4b7b-85b7-c9ef6f8a64f4,11670,四室两厅,157,陈玉,13272844500,2022-08-03,2022-12-16,135,5938,11876,现金,取消
208c2ced-233a-4185-a709-a5b0d7893e4d,19622,两室一厅,91,王秀兰,15074350433,2023-03-27,2023-05-05,39,2075,4150,现金,取消
4d8d21b1-e18a-41e3-8035-99e6a747bbba,15854,四室两厅,141,陈淑珍,18528274742,2023-02-02,2023-04-13,70,4547,4547,微信,取消
78adf0c1-9490-4293-99be-242723f4856a,18921,一室两厅,67,陈佳,15854187607,2022-11-08,2022-12-09,31,831,831,微信,完成
bbc6c65e-1d42-4730-b1c2-5961be6249a4,10747,两室一厅,71,关强,18125187368,2022-11-10,2023-02-12,94,1119,1119,微信,取消
e8681ba7-c76b-4f13-91c0-6d387f466641,16557,两室一厅,88,朱军,15164763192,2022-12-18,2022-12-22,4,1450,1450,支付宝,取消
455a1d50-d67c-47d1-af5b-6449601afa93,19488,一室一厅,43,李晨,13443332715,2023-04-29,2023-05-20,21,1385,1385,微信,完成
995a8d75-27e9-44f0-890e-a0dda2a9c4bd,13472,三室两厅,120,刘婷,13940275140,2023-02-26,2023-03-28,30,4375,8750,微信,完成
d16fccd2-9584-46c2-a977-e7c6569b1b55,18649,两室两厅,99,陆桂英,15375122943,2023-02-03,2023-02-05,2,2109,4218,微信,完成
a4c767cd-6690-4b9e-aa17-6298e06ecf88,12926,两室两厅,98,周晶,15860401501,2022-06-14,2022-11-17,156,1778,3556,支付宝,完成
5c0791f5-6632-4e18-ac38-4ecceb8b21dd,15640,一室两厅,52,王玉华,13584415259,2022-09-27,2022-11-05,39,1020,2040,微信,取消
bd1a6dc8-f557-4d31-a15f-98e1c6f1fb49,13540,两室一厅,71,汪岩,18241871039,2022-11-29,2023-05-01,153,1137,1137,微信,取消
a77dc603-fd43-4039-99a5-4104a91ed87b,14955,四室两厅,152,朱洁,14744753118,2022-11-18,2022-12-09,21,6400,12800,微信,取消
fda6a43b-93f4-4f7e-aa9d-5c43bb39eaf8,16984,三室两厅,114,姜勇,15691490923,2023-01-20,2023-04-16,86,3645,3645,微信,完成
9176081a-82c3-4e72-ac42-c9f5b815ea60,14138,一室一厅,47,郑晨,14550182905,2022-05-24,2022-12-13,203,1313,2626,现金,取消
b36329e0-15b8-4553-87ad-159425d5901c,11805,三室两厅,126,张勇,15325723848,2023-04-26,2023-05-15,19,3369,3369,现金,完成
01773c0f-dbe3-4030-8de9-5b46fffd1448,13641,两室两厅,87,许桂兰,18221490011,2022-10-13,2023-02-13,123,1494,2988,支付宝,取消
d99c44b1-3dc2-4521-b15c-550ed7d32e39,12634,两室两厅,108,刘建国,15981593935,2023-03-25,2023-04-09,15,1229,2458,微信,完成
6fc9eaca-f33b-4734-9b2b-9d5aa27e2897,14518,四室两厅,157,韦红梅,15870659370,2022-08-02,2022-11-11,101,6731,6731,支付宝,完成
2b308066-109c-44ad-9552-26fceb28d2e5,18537,两室一厅,88,赵华,15857346332,2023-02-03,2023-02-06,3,1680,1680,微信,完成
e38b9066-1837-4b3a-b2bb-cff3f936ed9c,13503,两室两厅,100,韩宁,14578693081,2022-11-21,2023-02-02,73,1577,1577,支付宝,取消
e97f5f0c-939d-4611-8645-10cb4d828d34,15665,一室一厅,47,沈玉,15308774405,2023-04-24,2023-05-02,8,1434,2868,支付宝,完成
2a0f8faf-1dd9-4fe1-afdb-c9042f4c9de4,13709,一室一厅,43,赖龙,15778327066,2022-12-21,2023-03-26,95,1039,2078,现金,取消
ee98ac0f-3c37-4159-be99-590177345f4a,13575,两室两厅,93,杨文,13671397949,2022-12-26,2023-03-26,90,2042,4084,现金,完成
e136c956-a262-4ccf-832e-a06f1b781c8d,19271,一室两厅,66,陆丹,15324860387,2022-12-13,2023-01-31,49,1119,2238,微信,取消
440aca87-40c4-408c-8fa1-5f9f221a04ed,14062,一室一厅,47,谈璐,15685752040,2022-10-20,2023-01-25,97,1064,2128,微信,取消
2621878d-4a14-435a-b259-32726fb8a222,19010,一室一厅,45,常莹,15122263883,2022-07-05,2023-04-16,285,933,1866,支付宝,完成
d229c51f-3b52-41ee-b887-938c701824e8,10623,两室一厅,90,温桂英,15107464623,2022-10-11,2022-11-05,25,1293,2586,现金,完成
88930eaf-a0e6-438f-97b8-6c2d7350aaae,14851,一室两厅,51,劳婷婷,18243598259,2022-09-03,2022-12-15,103,1763,1763,支付宝,取消
35478b69-1c03-42aa-82f3-f7c63b1a13a6,10320,一室一厅,45,孙婷,18009862581,2022-05-20,2023-02-22,278,1078,1078,支付宝,完成
b9a06eac-d167-4cfc-ac88-d48fb697050b,10127,一室一厅,45,丁瑞,15847388708,2022-06-12,2022-11-26,167,710,1420,微信,完成
b31915ff-9fc0-42b6-bbe5-bab3bb81e853,10820,一室一厅,41,杜辉,13607257029,2023-05-09,2023-05-09,0,659,1318,支付宝,取消
a8964a82-2550-4b39-857d-8a7e973038da,19760,两室两厅,103,蒲超,18159297391,2023-01-02,2023-04-27,115,1329,1329,支付宝,完成
e1931ebd-7772-4404-9daf-d12f653921cf,15320,四室两厅,141,王瑞,13560527511,2022-12-22,2022-12-24,2,6698,6698,微信,完成
362488fa-bc5d-47b8-9ca3-4610e68b0c21,19089,三室两厅,113,李桂香,13744165340,2023-01-05,2023-05-02,117,3180,6360,支付宝,取消
f366cdd8-b0b8-4ee1-88a6-8263f55fb9b1,16173,一室一厅,42,陆龙,13073554229,2022-09-06,2022-11-03,58,797,1594,支付宝,取消
0e906af9-4b76-4bd1-8e51-4079603bf826,18072,一室一厅,41,张柳,14758169931,2022-05-24,2023-03-10,290,651,1302,现金,取消
2aa136a9-c424-4868-b667-5e567e53b845,11788,一室两厅,63,张凯,18212033647,2022-12-29,2023-03-03,64,742,1484,支付宝,完成
48af55be-b01c-49a3-b905-0e9be42fb9b5,12232,两室一厅,73,赵桂芝,13192420124,2022-10-07,2022-12-15,69,2181,2181,现金,完成
a1b6793a-8a0c-45fa-99c9-d3375e48799b,10710,两室两厅,70,邢萍,13691132752,2022-05-29,2022-08-22,85,1378,2756,现金,完成
015f488a-3ff7-4030-b2ba-1947dee6dba2,15630,一室一厅,44,袁凯,13888738025,2023-03-16,2023-04-01,16,647,1294,微信,完成
9b38d316-2b26-493f-a432-a0458a10a2ba,13760,四室两厅,147,张杰,13987653829,2023-05-11,2023-05-13,2,6740,13480,支付宝,取消
38407368-062a-450e-a9cf-ed1f95342a13,16494,三室两厅,116,栾荣,18239197694,2023-05-18,2023-05-18,0,3294,3294,微信,完成
e7164335-b29c-43ba-9cdd-7b22d27c5201,17609,两室一厅,82,饶玉兰,13654478082,2022-12-20,2023-03-13,83,1119,1119,微信,完成
1ad1542c-8750-47e2-a563-2721abf7f6e2,13190,一室一厅,45,黄慧,18797930202,2022-11-03,2023-03-07,124,1024,2048,现金,取消
a588cebc-aae4-4998-99d0-ebfbafb9be6a,13820,一室两厅,57,魏玉珍,13802772014,2022-10-01,2022-10-01,0,768,768,微信,取消
c8aa6142-74cc-4187-af21-bca3701bf8a4,10837,一室两厅,69,刘静,18907740956,2023-05-14,2023-05-15,1,1353,1353,微信,完成
32bcfd8b-2733-4f1b-a576-ecfd56e9e995,11105,四室两厅,147,李淑英,13590757743,2023-01-07,2023-03-31,83,4938,9876,现金,完成
9bb4b51f-5a8f-4475-bcb2-8966528c36b4,10818,三室两厅,110,李玲,15253191084,2023-04-11,2023-05-11,30,3245,6490,现金,取消
d373d1b2-5c75-4dd2-b464-30c3fcf0ff93,15315,四室两厅,148,卢海燕,18132099016,2022-06-05,2022-06-28,23,5347,10694,支付宝,取消
484fdd68-6d0c-49e0-aead-afb165fbd185,16286,两室两厅,78,张旭,13700577732,2022-06-30,2022-08-07,38,1981,1981,现金,完成
c7b4d1f5-9e2a-4f5f-8e2c-5bec667eafb8,13117,一室两厅,60,王娟,13171094188,2022-07-04,2023-03-10,249,713,713,微信,取消
8b457176-9f64-4a66-813f-d85185f57dc3,13381,一室两厅,62,燕宇,13302062155,2022-12-26,2023-01-25,30,1592,3184,现金,取消
134636c1-19c1-4415-8991-e4a579789d09,15883,三室两厅,119,杨琳,14514572112,2022-11-07,2022-11-21,14,4119,4119,现金,完成
90d7c86a-657e-482f-a16e-620d924570d9,19213,四室两厅,157,赵静,18954133866,2023-02-14,2023-04-07,52,5946,11892,微信,取消
4e2037e7-3c33-4638-a000-a2657d73bf83,13556,两室一厅,108,申玉珍,18658992805,2022-12-31,2023-03-25,84,1676,3352,支付宝,完成
c5819ef5-3287-4ee7-954f-0607364f91d6,17768,三室两厅,130,马桂芳,13384925237,2023-03-03,2023-03-30,27,3813,7626,现金,取消
c5963ce5-af42-4ffa-8fa2-90ada198081c,16472,三室两厅,122,彭红霞,18172895029,2022-05-27,2023-03-17,294,4156,4156,支付宝,取消
0845cfb2-8813-49bf-8914-f7bf93fde8b2,18081,一室两厅,50,王娜,15617852064,2022-06-27,2022-11-26,152,1462,2924,微信,取消
c321e701-50e8-43bc-b832-7deeda4ce1ec,11305,两室两厅,96,宫静,13965045605,2022-08-01,2022-12-13,134,1469,2938,微信,完成
166374c3-7266-4916-a9a0-82932064a9b7,13304,两室一厅,109,罗玲,15015104973,2023-03-31,2023-04-23,23,1809,1809,现金,完成
4906ff81-9f09-41f0-a3be-3eb5e7f3ea14,15058,四室两厅,160,石玉珍,13272913200,2022-09-22,2023-03-16,175,6411,12822,支付宝,完成
138b2eba-3f9f-401a-833d-94b3fd7ae202,14708,三室两厅,121,安柳,15503336172,2022-07-02,2023-05-14,316,4386,4386,微信,完成
9e878971-a43a-4ca9-9a27-e45a2515bd6f,17919,三室两厅,128,童彬,18756268532,2022-08-24,2022-09-10,17,3912,3912,微信,取消
c9ceb48e-2db5-4c6b-a4f4-6606d63de8ca,13171,两室两厅,71,袁丹丹,13568284469,2023-05-07,2023-05-08,1,2087,2087,微信,取消
1db738af-28d0-4031-b640-95796d294434,16697,三室两厅,126,陈建华,18254039509,2022-08-15,2023-05-14,272,3956,7912,现金,完成
23627d5f-323a-47b1-8eb7-94d1a5d9855f,15031,四室两厅,132,李明,14500702375,2022-11-16,2023-05-15,180,6666,6666,现金,完成
4ade5b8a-2991-41c3-a761-d280f3754ac8,12009,两室一厅,108,刘淑华,13225575256,2022-08-19,2023-02-04,169,1641,3282,微信,完成
43711dfb-c5c9-4b3c-b912-1a6ab330b1e1,13973,两室两厅,74,蒋淑华,13964047985,2023-03-27,2023-03-30,3,1930,1930,现金,完成
f6139efb-a027-4ea8-b0a1-75b051d07a53,15951,四室两厅,150,宾畅,15265795508,2022-06-24,2023-01-09,199,4713,9426,现金,完成
36c7939e-5c71-4c85-9762-c4ce20f8babd,16055,一室一厅,49,万丽华,15544550827,2022-11-16,2023-03-20,124,974,974,微信,取消
9263b2d8-7e15-43a3-8b20-7cec0a2e794e,17035,四室两厅,158,罗洋,13258647567,2023-04-04,2023-05-19,45,5552,5552,微信,取消
764db66e-7cf1-4eae-bf1c-395fc8f42806,16932,两室两厅,101,夏欣,13292785279,2022-08-21,2022-11-08,79,2121,4242,现金,取消
19b76e02-f066-4852-a722-c399448e3e1c,16576,四室两厅,159,林桂兰,13068143644,2023-05-06,2023-05-10,4,6087,6087,现金,完成
f0356c0b-e8e6-4576-ba14-8218fe990752,19503,三室两厅,110,张辉,18052774874,2023-02-20,2023-04-08,47,3332,6664,现金,取消
5baf125d-09a5-4401-a62b-ab21fc825dd8,16602,两室两厅,71,赵莉,18797643128,2022-10-02,2023-01-02,92,1008,2016,微信,完成
13bf833a-2e9c-426e-b284-e4ad6007509b,15076,一室两厅,59,马东,18295335230,2022-07-11,2023-03-04,236,615,615,微信,完成
121eecc1-ae94-451a-8177-5b90bdb1bc45,19042,两室两厅,90,孙桂芝,13789887985,2023-04-27,2023-05-10,13,2181,2181,支付宝,完成
5927b076-16a3-4f47-8dd1-2362d43e916f,15283,两室一厅,106,邵玉梅,13529509837,2022-10-05,2022-10-11,6,1772,1772,现金,取消
99c3a43c-c18b-4d1d-b12e-b42eea2db159,15536,两室两厅,94,邓涛,13005629851,2022-08-03,2023-05-14,284,1676,1676,微信,完成
67f46d12-8ebd-4c17-b925-848d603eb1b7,14648,三室两厅,111,杨琳,13598436424,2023-04-30,2023-05-18,18,3244,6488,微信,取消
ca2667f9-f46c-4095-8208-7631b370d679,16690,一室两厅,69,权秀英,13828600418,2023-02-04,2023-02-18,14,630,1260,现金,完成
a87b7acd-dd72-46c3-8d98-4ef368884374,11343,三室两厅,126,李丽华,15708059882,2023-03-29,2023-04-12,14,3774,7548,微信,完成
35254394-42b8-4c0f-ba07-6df3c3c07702,10198,一室一厅,40,王云,14582469289,2022-06-13,2023-05-15,336,1066,1066,支付宝,完成
6dd7ccae-3bf3-43d7-ab99-2cccfc323901,18506,两室一厅,101,刁洁,15102802756,2023-05-16,2023-05-20,4,1322,1322,现金,完成
ce08a491-f8e3-4537-a456-306c8ff895c0,11092,两室两厅,88,鲁凯,18073111447,2023-05-13,2023-05-20,7,2076,4152,微信,完成
5276b748-da61-4510-abea-71227812fdbb,17637,一室两厅,68,林斌,14509934797,2022-06-27,2023-02-28,246,563,1126,现金,完成
1a61b08b-5bb3-41fa-ace4-63f239de6dea,18801,三室两厅,122,李伟,13604967145,2022-09-21,2023-04-03,194,3896,3896,支付宝,取消
93a9278d-ae6e-4457-9157-09980c7499a3,10312,两室一厅,103,杨冬梅,13656343858,2022-09-02,2023-03-01,180,1760,3520,现金,取消
7f6fe943-8847-472c-ae1f-fa9154935370,16109,三室两厅,114,刘欢,15816787383,2023-05-07,2023-05-10,3,3895,3895,现金,完成
659517af-9593-4761-9125-8098639140f6,18646,四室两厅,140,古龙,18286186653,2023-05-16,2023-05-17,1,6825,6825,支付宝,完成
0d0f4030-2247-4e02-8cf7-f1780fe2d451,13006,一室一厅,48,安建,14560666738,2022-10-30,2023-02-10,103,1398,1398,现金,完成
12340724-1386-4573-a005-7579ca042f9b,13064,两室一厅,104,颜志强,13639147700,2022-08-02,2023-02-28,210,2146,2146,微信,完成
fe9c5560-7112-4035-8a49-960b78e13f89,13235,两室两厅,73,李丽华,15676535098,2022-09-09,2023-04-18,221,2094,4188,微信,取消
36dd3b0b-b0e2-4df0-a22e-836b916a32f9,11168,两室一厅,95,石秀梅,13223963268,2022-07-12,2022-07-18,6,1887,1887,现金,取消
18cd9ed7-8385-4972-8955-4de06ba9c0d8,18993,两室一厅,107,王丹,15098314407,2022-11-13,2022-11-19,6,1323,1323,现金,取消
33b00e7d-19e2-4b2e-8f50-56f150af32b8,18762,四室两厅,157,王建,13269917138,2022-07-20,2022-11-04,107,6326,6326,支付宝,完成
f59fb911-e92c-49d6-a5e8-711f74a30b4f,15528,两室一厅,104,张玉英,15054522688,2022-11-13,2023-02-25,104,1149,2298,微信,取消
63c95414-5bd1-4bab-8ca7-b10c2a7665ec,13771,两室一厅,110,贾秀珍,13242907337,2023-02-24,2023-04-25,60,1867,3734,支付宝,完成
9f52222b-8f09-4ad3-b306-d4c71e1b8ff1,14319,一室两厅,56,宋宁,18892300361,2022-09-04,2022-10-15,41,1637,3274,现金,完成
e6ca7978-323c-4d5d-b6cc-d03ca4ade427,15029,一室一厅,48,余帆,15087757705,2023-04-01,2023-04-22,21,1240,1240,支付宝,完成
d6de7aca-cf67-4ee6-9f9a-355ea891e3fd,17732,一室两厅,57,赖红,18696156753,2023-01-06,2023-02-13,38,1375,2750,微信,取消
c60e7825-faa7-4232-8a3f-14631cc674f8,12392,两室两厅,98,张娟,15189811337,2022-08-18,2023-05-10,265,1881,1881,支付宝,取消
ba059036-e776-4556-8b47-f0d6b4c7e05a,10658,一室一厅,49,王玉兰,15990664239,2022-07-28,2022-08-18,21,873,873,现金,取消
ec1fa424-7266-4fc3-b499-5ee13b90d6f3,15042,三室两厅,116,鲍秀芳,15682842168,2022-07-03,2022-07-04,1,4028,8056,现金,完成
b19141e0-828a-4ed6-b895-12a74c608de7,17357,三室两厅,122,李龙,13079412665,2023-05-18,2023-05-19,1,3817,7634,支付宝,取消
59391f6f-eeb5-4471-b716-c3935baaf432,19919,一室一厅,43,林桂花,14588760578,2022-09-08,2022-09-22,14,525,525,支付宝,完成
cd64fcf9-c4ac-4887-8a62-2d429cfb171d,13697,两室两厅,94,储秀荣,15275752833,2022-11-08,2023-04-23,166,1816,3632,现金,取消
62368971-740a-4e07-b999-f42218775961,16182,一室两厅,53,苑红,13985736959,2023-01-12,2023-01-24,12,1690,3380,支付宝,完成
545f1e27-d68c-455d-809f-18b8fe0d15bf,11976,四室两厅,157,施凯,18929772104,2022-12-11,2023-01-09,29,6267,6267,支付宝,完成
af88f1b4-884b-42dc-a45a-9414953e0750,12749,三室两厅,130,陈成,18583293471,2022-07-18,2022-10-10,84,3646,3646,支付宝,取消
c390b47c-1a9d-4ee3-ad3e-728b7ba9b429,18159,四室两厅,131,王芳,15615208920,2022-10-25,2022-12-16,52,6028,12056,微信,取消
f991da2e-f23b-48cc-b8d7-a95be2e492e0,12209,两室两厅,83,孙雪,18970771528,2022-08-26,2022-11-25,91,1186,1186,支付宝,取消
3b1f4f93-f15f-4f96-a568-580f1ae8a499,16201,三室两厅,115,罗玉华,14540112240,2023-05-04,2023-05-04,0,3412,6824,现金,完成
3d88380c-90ba-479e-ab7f-22cfb7b7c46b,19189,一室两厅,62,李凤英,13102695402,2022-07-06,2022-10-14,100,1307,2614,支付宝,取消
5248d01f-a70e-40f8-8f0b-d76b4bedd3c0,16586,三室两厅,126,蓝坤,15206054213,2023-03-29,2023-05-03,35,4382,8764,支付宝,取消
d5f653a0-408d-4e9a-bad6-a487874db68a,17588,两室一厅,70,高婷,14592859484,2022-08-25,2023-05-09,257,1622,3244,现金,完成
bf18ed1d-0275-438e-bed6-0f98dd07d65e,18604,四室两厅,143,丁颖,14539247256,2023-04-02,2023-05-20,48,5784,11568,现金,取消
ed7dbc22-3b50-4da9-86b1-63cd400734c2,19891,一室一厅,50,张丹丹,15603193993,2022-10-16,2023-04-28,194,1135,2270,微信,取消
80c02f94-1f8b-466d-9251-c9dcab3ae1a0,13726,三室两厅,130,罗秀梅,15557448760,2022-06-06,2022-08-04,59,4313,4313,微信,取消
b147166c-55af-48b5-a80b-c4cddc157d74,18651,一室两厅,69,范亮,15532509134,2022-05-22,2023-04-18,331,1353,1353,支付宝,完成
129dd7d4-51c8-45d6-a6e2-db2038568cda,10568,两室一厅,93,陈秀荣,18073621993,2022-08-14,2022-12-24,132,1673,3346,支付宝,取消
0b7143dd-95e9-461a-a1b6-65ccf2164827,13177,四室两厅,157,张淑珍,14593517574,2023-04-22,2023-05-02,10,4800,4800,支付宝,完成
a896a35b-5728-41d0-aa02-8b2c26ae5a13,19975,两室一厅,74,卢秀云,13645416627,2023-04-07,2023-04-08,1,1527,3054,支付宝,取消
467bab3b-1e92-45dd-8131-04d7d1d63075,17007,两室两厅,98,杨荣,13124034824,2023-02-10,2023-05-14,93,1916,1916,现金,取消
5fab2719-1e08-4019-bb50-2976a2d25f98,17973,四室两厅,132,黎丽娟,13782977604,2022-11-18,2023-01-01,44,5616,11232,现金,完成
8759027e-dc28-4b83-a3f0-c02cb4e734f6,16034,四室两厅,146,陈秀华,15837756072,2022-07-23,2022-11-30,130,6281,6281,微信,取消
f0619370-f214-42d5-88a6-99fb38d21b30,19594,一室一厅,45,胡小红,18243823377,2023-02-06,2023-03-02,24,1493,2986,支付宝,完成
835b3332-f464-4398-a00e-663ab5f92795,18676,两室两厅,89,曾宇,15344344665,2023-05-06,2023-05-18,12,1668,3336,现金,取消
9f8d237f-be99-426f-94a1-cd0dd0380986,17310,两室一厅,107,张玉英,15634136404,2022-09-26,2023-02-24,151,1754,3508,微信,完成
0fd78592-a45d-4619-9149-2316464ce894,17957,两室两厅,108,张静,14522892596,2023-03-26,2023-04-25,30,1867,3734,现金,完成
